depth	age	Mg/Ca	Sr/Ca	
17.046	7645.388	44.283	0.380	
17.046	7645.366	52.782	0.424	
17.046	7645.344	51.926	0.375	
17.045	7645.322	53.738	0.428	
17.045	7645.300	43.939	0.413	
17.045	7645.279	50.102	0.419	
17.045	7645.257	63.947	0.447	
17.045	7645.235	47.199	0.438	
17.045	7645.213	58.432	0.439	
17.045	7645.192	48.512	0.407	
17.045	7645.170	47.302	0.415	
17.045	7645.148	52.483	0.416	
17.045	7645.126	48.849	0.412	
17.045	7645.105	48.721	0.462	
17.045	7645.083	59.992	0.423	
17.045	7645.061	54.864	0.440	
17.044	7645.039	55.087	0.540	
17.044	7645.017	49.203	0.532	
17.044	7644.996	61.445	0.437	
17.044	7644.974	56.094	0.437	
17.044	7644.952	57.777	0.393	
17.044	7644.930	55.858	0.414	
17.044	7644.908	44.774	0.402	
17.044	7644.887	48.327	0.406	
17.044	7644.865	48.615	0.380	
17.044	7644.843	48.276	0.516	
17.044	7644.821	44.566	0.441	
17.044	7644.799	48.080	0.417	
17.044	7644.777	48.728	0.473	
17.044	7644.756	49.648	0.441	
17.043	7644.734	53.433	0.443	
17.043	7644.712	51.185	0.408	
17.043	7644.690	60.774	0.439	
17.043	7644.668	42.960	0.345	
17.043	7644.646	51.952	0.517	
17.043	7644.624	41.030	0.410	
17.043	7644.602	66.167	0.422	
17.043	7644.581	51.933	0.439	
17.043	7644.559	52.854	0.434	
17.043	7644.537	48.882	0.366	
17.043	7644.515	54.850	0.501	
17.043	7644.493	62.366	0.605	
17.043	7644.471	45.707	0.347	
17.042	7644.449	51.717	0.389	
17.042	7644.427	53.776	0.448	
17.042	7644.405	47.144	0.383	
17.042	7644.384	49.772	0.358	
17.042	7644.362	49.374	0.401	
17.042	7644.340	62.027	0.460	
17.042	7644.318	56.686	0.429	
17.042	7644.296	53.263	0.398	
17.042	7644.274	59.449	0.487	
17.042	7644.252	42.843	0.353	
17.042	7644.230	60.111	0.407	
17.042	7644.208	48.409	0.435	
17.042	7644.186	70.077	0.525	
17.042	7644.164	50.835	0.392	
17.041	7644.142	65.579	0.483	
17.041	7644.120	53.730	0.401	
17.041	7644.098	51.154	0.412	
17.041	7644.077	51.009	0.497	
17.041	7644.055	62.269	0.417	
17.041	7644.033	52.259	0.486	
17.041	7644.011	59.981	0.646	
17.041	7643.989	57.732	0.479	
17.041	7643.967	64.086	0.462	
17.041	7643.945	64.741	0.475	
17.041	7643.923	58.117	0.462	
17.041	7643.901	53.138	0.435	
17.041	7643.879	66.371	0.492	
17.040	7643.857	42.915	0.398	
17.040	7643.835	46.259	0.347	
17.040	7643.813	45.937	0.373	
17.040	7643.791	55.269	0.481	
17.040	7643.769	60.083	0.443	
17.040	7643.747	59.897	0.457	
17.040	7643.725	60.104	0.479	
17.040	7643.703	65.908	0.457	
17.040	7643.681	57.868	0.481	
17.040	7643.659	60.304	0.420	
17.040	7643.637	42.852	0.333	
17.040	7643.616	59.088	0.493	
17.040	7643.594	47.756	0.376	
17.039	7643.572	50.342	0.433	
17.039	7643.550	54.693	0.405	
17.039	7643.528	53.067	0.396	
17.039	7643.506	50.582	0.449	
17.039	7643.484	42.166	0.383	
17.039	7643.462	52.821	0.420	
17.039	7643.440	55.489	0.457	
17.039	7643.418	51.685	0.367	
17.039	7643.396	58.197	0.424	
17.039	7643.374	45.374	0.465	
17.039	7643.352	70.109	0.453	
17.039	7643.330	56.871	0.506	
17.039	7643.308	58.419	0.491	
17.039	7643.286	49.553	0.423	
17.038	7643.264	46.935	0.407	
17.038	7643.242	55.239	0.467	
17.038	7643.220	59.742	0.486	
17.038	7643.198	65.083	0.549	
17.038	7643.177	56.565	0.412	
17.038	7643.155	57.054	0.477	
17.038	7643.133	54.006	0.476	
17.038	7643.111	49.562	0.357	
17.038	7643.089	45.447	0.441	
17.038	7643.067	48.951	0.389	
17.038	7643.045	48.170	0.350	
17.038	7643.023	54.386	0.442	
17.038	7643.001	53.188	0.440	
17.037	7642.979	58.568	0.513	
17.037	7642.957	52.355	0.414	
17.037	7642.935	53.465	0.431	
17.037	7642.913	49.945	0.473	
17.037	7642.892	53.145	0.452	
17.037	7642.870	43.029	0.372	
17.037	7642.848	52.016	0.425	
17.037	7642.826	53.744	0.448	
17.037	7642.804	44.263	0.375	
17.037	7642.782	56.484	0.455	
17.037	7642.760	46.988	0.432	
17.037	7642.738	58.234	0.453	
17.037	7642.716	53.385	0.392	
17.037	7642.694	45.451	0.367	
17.036	7642.673	49.334	0.427	
17.036	7642.651	48.961	0.409	
17.036	7642.629	42.889	0.351	
17.036	7642.607	43.741	0.357	
17.036	7642.585	54.810	0.444	
17.036	7642.563	54.322	0.451	
17.036	7642.541	52.957	0.479	
17.036	7642.519	48.231	0.407	
17.036	7642.497	50.155	0.419	
17.036	7642.476	51.497	0.408	
17.036	7642.454	53.456	0.467	
17.036	7642.432	53.625	0.378	
17.036	7642.410	51.835	0.432	
17.035	7642.388	47.830	0.401	
17.035	7642.366	57.179	0.429	
17.035	7642.344	52.900	0.425	
17.035	7642.322	58.823	0.428	
17.035	7642.301	54.495	0.400	
17.035	7642.279	56.794	0.438	
17.035	7642.257	55.618	0.452	
17.035	7642.235	49.279	0.426	
17.035	7642.213	51.791	0.440	
17.035	7642.191	61.462	0.552	
17.035	7642.169	53.489	0.470	
17.035	7642.148	54.179	0.469	
17.035	7642.126	51.263	0.402	
17.035	7642.104	51.910	0.486	
17.034	7642.082	54.710	0.435	
17.034	7642.060	45.074	0.379	
17.034	7642.038	50.943	0.409	
17.034	7642.016	57.387	0.414	
17.034	7641.995	57.026	0.425	
17.034	7641.973	63.247	0.430	
17.034	7641.951	66.350	0.481	
17.034	7641.929	44.726	0.409	
17.034	7641.907	56.380	0.445	
17.034	7641.885	47.594	0.380	
17.034	7641.863	58.023	0.536	
17.034	7641.842	54.888	0.403	
17.034	7641.820	60.204	0.523	
17.033	7641.798	53.213	0.423	
17.033	7641.776	44.301	0.396	
17.033	7641.754	54.207	0.416	
17.033	7641.732	51.072	0.423	
17.033	7641.711	49.293	0.418	
17.033	7641.689	50.918	0.490	
17.033	7641.667	53.046	0.381	
17.033	7641.645	59.646	0.468	
17.033	7641.623	48.558	0.435	
17.033	7641.601	64.472	0.483	
17.033	7641.579	50.852	0.406	
17.033	7641.558	57.928	0.456	
17.033	7641.536	54.449	0.428	
17.032	7641.514	54.314	0.472	
17.032	7641.492	51.229	0.367	
17.032	7641.470	61.658	0.475	
17.032	7641.448	55.658	0.429	
17.032	7641.427	50.185	0.495	
17.032	7641.405	54.948	0.496	
17.032	7641.383	51.187	0.445	
17.032	7641.361	54.297	0.436	
17.032	7641.339	65.434	0.501	
17.032	7641.317	51.655	0.438	
17.032	7641.296	53.900	0.398	
17.032	7641.274	49.549	0.424	
17.032	7641.252	51.831	0.461	
17.032	7641.230	54.897	0.436	
17.031	7641.208	56.572	0.407	
17.031	7641.186	55.278	0.469	
17.031	7641.165	53.004	0.424	
17.031	7641.143	58.841	0.507	
17.031	7641.121	53.037	0.388	
17.031	7641.099	58.293	0.464	
17.031	7641.077	60.992	0.413	
17.031	7641.055	56.008	0.456	
17.031	7641.034	49.113	0.478	
17.031	7641.012	57.860	0.447	
17.031	7640.990	59.428	0.430	
17.031	7640.968	50.184	0.435	
17.031	7640.946	52.051	0.417	
17.030	7640.925	53.123	0.427	
17.030	7640.903	51.113	0.389	
17.030	7640.881	57.596	0.438	
17.030	7640.859	54.132	0.451	
17.030	7640.837	60.234	0.499	
17.030	7640.815	50.640	0.393	
17.030	7640.794	55.934	0.418	
17.030	7640.772	53.163	0.370	
17.030	7640.750	49.225	0.429	
17.030	7640.728	56.915	0.445	
17.030	7640.706	59.457	0.468	
17.030	7640.684	61.394	0.468	
17.030	7640.663	44.779	0.390	
17.030	7640.641	51.583	0.437	
17.029	7640.619	44.694	0.404	
17.029	7640.597	55.716	0.418	
17.029	7640.575	55.168	0.395	
17.029	7640.553	52.086	0.463	
17.029	7640.532	56.725	0.358	
17.029	7640.510	46.642	0.356	
17.029	7640.488	54.242	0.438	
17.029	7640.466	53.107	0.435	
17.029	7640.444	49.185	0.434	
17.029	7640.423	45.714	0.430	
17.029	7640.401	60.863	0.417	
17.029	7640.379	43.623	0.422	
17.029	7640.357	43.958	0.387	
17.028	7640.335	49.394	0.393	
17.028	7640.313	49.467	0.376	
17.028	7640.292	49.104	0.397	
17.028	7640.270	51.585	0.460	
17.028	7640.248	52.686	0.400	
17.028	7640.226	49.221	0.448	
17.028	7640.204	53.666	0.436	
17.028	7640.182	46.975	0.405	
17.028	7640.161	55.860	0.454	
17.028	7640.139	44.437	0.392	
17.028	7640.117	43.694	0.343	
17.028	7640.095	46.065	0.383	
17.028	7640.073	50.678	0.415	
17.027	7640.051	48.991	0.370	
17.027	7640.030	48.229	0.399	
17.027	7640.008	47.981	0.376	
17.027	7639.986	60.672	0.418	
17.027	7639.964	43.960	0.336	
17.027	7639.942	43.250	0.363	
17.027	7639.920	48.861	0.398	
17.027	7639.899	55.190	0.429	
17.027	7639.877	56.938	0.435	
17.027	7639.855	53.304	0.421	
17.027	7639.833	48.324	0.386	
17.027	7639.811	46.720	0.413	
17.027	7639.789	48.815	0.404	
17.027	7639.768	43.333	0.402	
17.026	7639.746	52.707	0.411	
17.026	7639.724	55.839	0.420	
17.026	7639.702	51.373	0.405	
17.026	7639.680	48.411	0.442	
17.026	7639.658	46.974	0.411	
17.026	7639.636	49.300	0.397	
17.026	7639.615	50.172	0.425	
17.026	7639.593	47.006	0.486	
17.026	7639.571	50.102	0.413	
17.026	7639.549	49.332	0.500	
17.026	7639.527	45.533	0.355	
17.026	7639.505	47.753	0.391	
17.026	7639.484	50.712	0.438	
17.025	7639.462	50.546	0.425	
17.025	7639.440	46.127	0.423	
17.025	7639.418	48.350	0.401	
17.025	7639.396	46.458	0.451	
17.025	7639.374	49.177	0.386	
17.025	7639.352	47.458	0.374	
17.025	7639.331	47.852	0.396	
17.025	7639.309	45.419	0.403	
17.025	7639.287	48.823	0.430	
17.025	7639.265	43.782	0.409	
17.025	7639.243	55.055	0.406	
17.025	7639.221	50.652	0.392	
17.025	7639.199	47.707	0.383	
17.025	7639.178	45.060	0.404	
17.024	7639.156	51.391	0.413	
17.024	7639.134	51.907	0.409	
17.024	7639.112	47.888	0.406	
17.024	7639.090	49.980	0.379	
17.024	7639.068	51.332	0.388	
17.024	7639.047	48.972	0.419	
17.024	7639.025	52.219	0.395	
17.024	7639.003	49.262	0.424	
17.024	7638.981	52.782	0.490	
17.024	7638.959	45.508	0.434	
17.024	7638.937	49.998	0.381	
17.024	7638.916	46.769	0.400	
17.024	7638.894	43.836	0.414	
17.023	7638.872	46.870	0.378	
17.023	7638.850	47.770	0.460	
17.023	7638.828	52.315	0.470	
17.023	7638.807	47.108	0.422	
17.023	7638.785	46.410	0.473	
17.023	7638.763	55.429	0.462	
17.023	7638.741	42.219	0.358	
17.023	7638.719	56.491	0.436	
17.023	7638.698	41.230	0.420	
17.023	7638.676	53.664	0.430	
17.023	7638.654	45.058	0.355	
17.023	7638.632	42.238	0.343	
17.023	7638.610	52.760	0.399	
17.023	7638.589	53.072	0.399	
17.022	7638.567	48.324	0.448	
17.022	7638.545	54.433	0.438	
17.022	7638.523	48.968	0.400	
17.022	7638.502	54.172	0.485	
17.022	7638.480	47.468	0.428	
17.022	7638.458	48.333	0.437	
17.022	7638.436	42.756	0.425	
17.022	7638.415	53.849	0.406	
17.022	7638.393	50.792	0.454	
17.022	7638.371	47.242	0.389	
17.022	7638.349	52.185	0.403	
17.022	7638.328	49.617	0.390	
17.022	7638.306	44.252	0.396	
17.021	7638.284	48.369	0.382	
17.021	7638.262	44.055	0.401	
17.021	7638.241	54.684	0.531	
17.021	7638.219	45.308	0.392	
17.021	7638.197	52.099	0.443	
17.021	7638.176	43.297	0.347	
17.021	7638.154	46.393	0.430	
17.021	7638.132	51.674	0.433	
17.021	7638.110	54.976	0.437	
17.021	7638.089	48.572	0.458	
17.021	7638.067	53.136	0.382	
17.021	7638.045	45.716	0.449	
17.021	7638.024	42.751	0.360	
17.020	7638.002	50.688	0.410	
17.020	7637.980	42.518	0.384	
17.020	7637.959	56.051	0.424	
17.020	7637.937	45.517	0.403	
17.020	7637.916	51.520	0.432	
17.020	7637.894	44.904	0.387	
17.020	7637.872	45.903	0.411	
17.020	7637.851	43.534	0.361	
17.020	7637.829	53.222	0.474	
17.020	7637.807	50.301	0.472	
17.020	7637.786	48.841	0.484	
17.020	7637.764	45.256	0.371	
17.020	7637.743	52.005	0.446	
17.020	7637.721	45.652	0.370	
17.019	7637.700	48.255	0.424	
17.019	7637.678	47.586	0.397	
17.019	7637.656	44.189	0.453	
17.019	7637.635	40.384	0.321	
17.019	7637.613	40.709	0.449	
17.019	7637.592	47.963	0.400	
17.019	7637.570	49.965	0.452	
17.019	7637.549	45.841	0.330	
17.019	7637.527	59.974	0.430	
17.019	7637.505	50.429	0.421	
17.019	7637.484	47.421	0.428	
17.019	7637.462	44.502	0.383	
17.019	7637.441	57.052	0.459	
17.018	7637.419	44.126	0.453	
17.018	7637.398	55.836	0.448	
17.018	7637.376	40.118	0.399	
17.018	7637.354	58.364	0.388	
17.018	7637.333	41.185	0.366	
17.018	7637.311	38.341	0.443	
17.018	7637.290	38.931	0.405	
17.018	7637.268	44.417	0.441	
17.018	7637.246	59.390	0.456	
17.018	7637.225	54.801	0.509	
17.018	7637.203	46.079	0.417	
17.018	7637.182	51.761	0.435	
17.018	7637.160	49.199	0.455	
17.018	7637.138	42.872	0.407	
17.017	7637.117	39.911	0.384	
17.017	7637.095	62.074	0.383	
17.017	7637.074	42.540	0.402	
17.017	7637.052	48.861	0.388	
17.017	7637.030	42.691	0.327	
17.017	7637.009	41.979	0.439	
17.017	7636.987	54.595	0.433	
17.017	7636.965	59.153	0.471	
17.017	7636.944	45.961	0.463	
17.017	7636.922	50.707	0.521	
17.017	7636.900	49.405	0.429	
17.017	7636.878	45.153	0.508	
17.017	7636.857	46.243	0.443	
17.016	7636.835	41.218	0.418	
17.016	7636.813	54.398	0.451	
17.016	7636.792	34.647	0.304	
17.016	7636.770	60.311	0.403	
17.016	7636.748	44.149	0.399	
17.016	7636.726	58.886	0.467	
17.016	7636.704	45.971	0.517	
17.016	7636.683	52.713	0.417	
17.016	7636.661	47.863	0.390	
17.016	7636.639	52.394	0.454	
17.016	7636.617	57.683	0.345	
17.016	7636.595	45.224	0.392	
17.016	7636.573	49.145	0.430	
17.015	7636.552	46.893	0.483	
17.015	7636.530	45.683	0.409	
17.015	7636.508	43.474	0.426	
17.015	7636.486	41.280	0.301	
17.015	7636.464	43.843	0.375	
17.015	7636.442	49.722	0.433	
17.015	7636.420	43.950	0.396	
17.015	7636.398	48.593	0.324	
17.015	7636.376	46.342	0.380	
17.015	7636.354	40.073	0.371	
17.015	7636.332	42.326	0.339	
17.015	7636.310	56.367	0.483	
17.015	7636.288	48.305	0.361	
17.015	7636.266	50.126	0.462	
17.014	7636.243	40.651	0.358	
17.014	7636.221	58.641	0.372	
17.014	7636.199	51.274	0.370	
17.014	7636.177	56.907	0.363	
17.014	7636.155	36.884	0.318	
17.014	7636.133	49.826	0.413	
17.014	7636.110	53.315	0.436	
17.014	7636.088	55.059	0.475	
17.014	7636.066	47.251	0.384	
17.014	7636.043	42.229	0.389	
17.014	7636.021	53.498	0.426	
17.014	7635.999	47.099	0.408	
17.014	7635.976	42.931	0.418	
17.013	7635.954	53.785	0.439	
17.013	7635.932	44.991	0.370	
17.013	7635.909	49.618	0.360	
17.013	7635.887	48.167	0.426	
17.013	7635.865	52.922	0.405	
17.013	7635.842	48.275	0.372	
17.013	7635.820	45.587	0.376	
17.013	7635.798	36.998	0.375	
17.013	7635.775	43.623	0.420	
17.013	7635.753	44.387	0.366	
17.013	7635.730	64.152	0.350	
17.013	7635.708	42.171	0.346	
17.013	7635.686	43.638	0.336	
17.013	7635.663	44.641	0.363	
17.012	7635.641	55.746	0.471	
17.012	7635.619	33.647	0.261	
17.012	7635.596	61.083	0.394	
17.012	7635.574	32.515	0.264	
17.012	7635.552	44.317	0.412	
17.012	7635.529	50.487	0.408	
17.012	7635.507	50.743	0.422	
17.012	7635.485	47.692	0.380	
17.012	7635.463	35.175	0.320	
17.012	7635.440	52.478	0.387	
17.012	7635.418	57.024	0.525	
17.012	7635.396	38.407	0.322	
17.012	7635.374	39.612	0.299	
17.011	7635.352	52.346	0.466	
17.011	7635.329	39.988	0.367	
17.011	7635.307	48.719	0.461	
17.011	7635.285	50.330	0.340	
17.011	7635.263	35.944	0.278	
17.011	7635.241	52.708	0.369	
17.011	7635.219	44.378	0.460	
17.011	7635.197	47.064	0.400	
17.011	7635.175	41.794	0.342	
17.011	7635.153	42.272	0.478	
17.011	7635.132	54.386	0.464	
17.011	7635.110	46.031	0.431	
17.011	7635.088	67.015	0.436	
17.011	7635.066	56.161	0.386	
17.010	7635.045	45.240	0.371	
17.010	7635.023	52.754	0.439	
17.010	7635.001	48.731	0.421	
17.010	7634.980	45.142	0.389	
17.010	7634.958	51.460	0.471	
17.010	7634.937	48.229	0.360	
17.010	7634.915	43.964	0.355	
17.010	7634.894	43.907	0.325	
17.010	7634.873	47.309	0.418	
17.010	7634.851	40.387	0.403	
17.010	7634.830	50.326	0.368	
17.010	7634.809	45.648	0.374	
17.010	7634.788	51.117	0.340	
17.009	7634.767	53.789	0.410	
17.009	7634.746	47.809	0.391	
17.009	7634.725	47.336	0.328	
17.009	7634.704	36.188	0.408	
17.009	7634.683	47.347	0.468	
17.009	7634.663	46.778	0.421	
17.009	7634.642	43.209	0.386	
17.009	7634.621	47.874	0.356	
17.009	7634.601	48.469	0.413	
17.009	7634.580	48.713	0.417	
17.009	7634.560	44.516	0.372	
17.009	7634.539	40.169	0.369	
17.009	7634.519	54.427	0.427	
17.008	7634.499	43.453	0.348	
17.008	7634.479	48.631	0.351	
17.008	7634.459	44.776	0.435	
17.008	7634.439	49.734	0.416	
17.008	7634.419	44.400	0.446	
17.008	7634.399	43.263	0.369	
17.008	7634.379	49.479	0.417	
17.008	7634.360	47.763	0.411	
17.008	7634.340	49.791	0.372	
17.008	7634.321	54.990	0.381	
17.008	7634.301	45.014	0.381	
17.008	7634.282	53.219	0.398	
17.008	7634.263	47.987	0.415	
17.008	7634.243	44.283	0.419	
17.007	7634.224	43.093	0.376	
17.007	7634.205	49.598	0.396	
17.007	7634.186	44.032	0.439	
17.007	7634.167	55.046	0.441	
17.007	7634.148	42.507	0.373	
17.007	7634.129	49.217	0.434	
17.007	7634.111	47.985	0.333	
17.007	7634.092	49.123	0.470	
17.007	7634.073	48.442	0.335	
17.007	7634.055	45.861	0.397	
17.007	7634.036	47.687	0.434	
17.007	7634.017	52.169	0.447	
17.007	7633.999	40.292	0.359	
17.006	7633.980	63.126	0.390	
17.006	7633.962	43.663	0.367	
17.006	7633.944	44.216	0.380	
17.006	7633.925	50.059	0.337	
17.006	7633.907	50.738	0.430	
17.006	7633.889	53.535	0.395	
17.006	7633.870	54.086	0.445	
17.006	7633.852	52.527	0.398	
17.006	7633.834	48.751	0.381	
17.006	7633.816	41.978	0.352	
17.006	7633.798	44.220	0.389	
17.006	7633.780	49.193	0.411	
17.006	7633.762	53.439	0.445	
17.006	7633.744	45.585	0.415	
17.005	7633.726	43.859	0.355	
17.005	7633.708	49.250	0.350	
17.005	7633.690	50.389	0.428	
17.005	7633.672	42.128	0.361	
17.005	7633.654	39.919	0.370	
17.005	7633.636	50.399	0.393	
17.005	7633.618	47.538	0.400	
17.005	7633.600	46.345	0.384	
17.005	7633.582	45.805	0.384	
17.005	7633.564	44.586	0.348	
17.005	7633.546	58.806	0.479	
17.005	7633.528	49.569	0.440	
17.005	7633.510	52.882	0.426	
17.004	7633.492	45.650	0.317	
17.004	7633.474	49.081	0.376	
17.004	7633.456	48.727	0.381	
17.004	7633.438	61.452	0.424	
17.004	7633.420	48.655	0.392	
17.004	7633.402	47.498	0.342	
17.004	7633.384	44.983	0.386	
17.004	7633.366	51.880	0.466	
17.004	7633.348	49.472	0.429	
17.004	7633.330	47.686	0.375	
17.004	7633.312	51.425	0.457	
17.004	7633.294	46.394	0.383	
17.004	7633.276	51.043	0.417	
17.003	7633.258	50.348	0.405	
17.003	7633.240	49.244	0.423	
17.003	7633.222	41.420	0.349	
17.003	7633.204	52.434	0.425	
17.003	7633.185	46.789	0.379	
17.003	7633.167	56.900	0.460	
17.003	7633.149	45.311	0.372	
17.003	7633.130	54.427	0.425	
17.003	7633.112	48.769	0.366	
17.003	7633.094	44.471	0.369	
17.003	7633.075	49.849	0.368	
17.003	7633.057	58.799	0.411	
17.003	7633.038	54.909	0.460	
17.003	7633.020	50.668	0.399	
17.002	7633.001	53.032	0.413	
17.002	7632.982	48.782	0.379	
17.002	7632.964	45.782	0.378	
17.002	7632.945	47.778	0.407	
17.002	7632.926	49.786	0.414	
17.002	7632.907	45.409	0.425	
17.002	7632.888	43.135	0.354	
17.002	7632.869	48.265	0.435	
17.002	7632.850	45.876	0.356	
17.002	7632.831	45.923	0.421	
17.002	7632.812	39.728	0.338	
17.002	7632.792	46.488	0.395	
17.002	7632.773	44.853	0.400	
17.001	7632.754	44.545	0.407	
17.001	7632.734	46.306	0.424	
17.001	7632.715	43.678	0.413	
17.001	7632.695	44.475	0.381	
17.001	7632.675	46.130	0.401	
17.001	7632.655	52.814	0.463	
17.001	7632.636	46.519	0.404	
17.001	7632.616	50.138	0.439	
17.001	7632.596	47.934	0.381	
17.001	7632.575	48.719	0.382	
17.001	7632.555	48.463	0.388	
17.001	7632.535	52.513	0.452	
17.001	7632.515	45.363	0.434	
17.001	7632.494	48.955	0.358	
17.000	7632.474	44.103	0.392	
17.000	7632.453	49.652	0.442	
17.000	7632.433	46.586	0.395	
17.000	7632.412	45.041	0.390	
17.000	7632.392	42.991	0.369	
17.000	7632.371	48.283	0.430	
17.000	7632.350	44.794	0.364	
17.000	7632.329	53.830	0.443	
17.000	7632.308	44.728	0.339	
17.000	7632.287	55.640	0.404	
17.000	7632.266	43.846	0.355	
17.000	7632.245	55.297	0.456	
17.000	7632.224	49.959	0.411	
16.999	7632.203	41.141	0.369	
16.999	7632.181	48.257	0.393	
16.999	7632.160	47.060	0.507	
16.999	7632.139	46.413	0.359	
16.999	7632.117	50.423	0.399	
16.999	7632.096	48.570	0.372	
16.999	7632.074	44.153	0.365	
16.999	7632.053	47.764	0.405	
16.999	7632.031	47.019	0.399	
16.999	7632.010	47.342	0.396	
16.999	7631.988	47.447	0.424	
16.999	7631.966	38.066	0.337	
16.999	7631.944	50.339	0.411	
16.999	7631.923	44.360	0.340	
16.998	7631.901	50.236	0.383	
16.998	7631.879	48.580	0.461	
16.998	7631.857	44.963	0.416	
16.998	7631.835	49.522	0.404	
16.998	7631.813	47.231	0.425	
16.998	7631.791	50.172	0.461	
16.998	7631.769	46.872	0.375	
16.998	7631.747	42.047	0.392	
16.998	7631.725	43.259	0.371	
16.998	7631.703	49.985	0.443	
16.998	7631.681	47.946	0.355	
16.998	7631.659	45.261	0.416	
16.998	7631.637	43.582	0.356	
16.997	7631.615	44.396	0.382	
16.997	7631.593	44.936	0.368	
16.997	7631.570	45.283	0.396	
16.997	7631.548	46.321	0.411	
16.997	7631.526	54.616	0.456	
16.997	7631.504	47.202	0.376	
16.997	7631.482	48.238	0.391	
16.997	7631.459	48.425	0.383	
16.997	7631.437	46.310	0.418	
16.997	7631.415	44.761	0.408	
16.997	7631.393	50.161	0.439	
16.997	7631.370	44.981	0.384	
16.997	7631.348	47.178	0.366	
16.996	7631.326	47.019	0.413	
16.996	7631.304	45.779	0.406	
16.996	7631.281	44.798	0.418	
16.996	7631.259	48.440	0.423	
16.996	7631.237	44.702	0.359	
16.996	7631.215	47.974	0.400	
16.996	7631.192	49.297	0.400	
16.996	7631.170	47.918	0.489	
16.996	7631.148	46.738	0.374	
16.996	7631.126	48.695	0.417	
16.996	7631.104	44.624	0.346	
16.996	7631.081	44.027	0.380	
16.996	7631.059	45.085	0.376	
16.996	7631.037	52.078	0.422	
16.995	7631.015	42.627	0.380	
16.995	7630.993	50.322	0.427	
16.995	7630.971	57.390	0.412	
16.995	7630.949	53.160	0.423	
16.995	7630.927	45.860	0.428	
16.995	7630.904	56.281	0.471	
16.995	7630.882	47.559	0.359	
16.995	7630.860	51.927	0.430	
16.995	7630.838	42.017	0.362	
16.995	7630.816	41.316	0.330	
16.995	7630.795	40.952	0.426	
16.995	7630.773	51.988	0.419	
16.995	7630.751	47.252	0.395	
16.994	7630.729	50.272	0.412	
16.994	7630.707	52.640	0.467	
16.994	7630.685	44.057	0.376	
16.994	7630.663	48.745	0.404	
16.994	7630.641	47.188	0.396	
16.994	7630.620	47.964	0.385	
16.994	7630.598	47.577	0.428	
16.994	7630.576	47.388	0.377	
16.994	7630.554	49.978	0.417	
16.994	7630.533	48.848	0.424	
16.994	7630.511	48.380	0.424	
16.994	7630.489	44.558	0.338	
16.994	7630.468	45.379	0.456	
16.994	7630.446	50.512	0.394	
16.993	7630.424	47.044	0.409	
16.993	7630.403	46.696	0.419	
16.993	7630.381	44.914	0.334	
16.993	7630.359	47.289	0.381	
16.993	7630.338	48.251	0.393	
16.993	7630.316	46.531	0.382	
16.993	7630.295	43.116	0.358	
16.993	7630.273	47.706	0.411	
16.993	7630.251	48.498	0.415	
16.993	7630.230	51.725	0.416	
16.993	7630.208	46.314	0.393	
16.993	7630.187	51.249	0.391	
16.993	7630.165	49.465	0.405	
16.992	7630.144	46.452	0.387	
16.992	7630.122	46.684	0.374	
16.992	7630.101	50.271	0.375	
16.992	7630.079	47.993	0.392	
16.992	7630.058	50.177	0.405	
16.992	7630.037	47.681	0.427	
16.992	7630.015	51.583	0.425	
16.992	7629.994	52.620	0.448	
16.992	7629.972	47.496	0.444	
16.992	7629.951	49.007	0.416	
16.992	7629.929	49.120	0.427	
16.992	7629.908	48.368	0.422	
16.992	7629.887	46.321	0.403	
16.991	7629.865	47.325	0.403	
16.991	7629.844	60.980	0.443	
16.991	7629.822	46.812	0.389	
16.991	7629.801	53.307	0.416	
16.991	7629.780	48.676	0.448	
16.991	7629.758	50.438	0.413	
16.991	7629.737	49.179	0.415	
16.991	7629.716	52.729	0.452	
16.991	7629.694	42.840	0.347	
16.991	7629.673	51.696	0.443	
16.991	7629.652	40.644	0.377	
16.991	7629.630	52.773	0.478	
16.991	7629.609	43.920	0.406	
16.991	7629.588	46.575	0.448	
16.990	7629.566	48.746	0.417	
16.990	7629.545	52.825	0.434	
16.990	7629.523	40.968	0.387	
16.990	7629.502	45.484	0.357	
16.990	7629.481	50.400	0.397	
16.990	7629.459	47.010	0.407	
16.990	7629.438	46.585	0.398	
16.990	7629.417	50.782	0.441	
16.990	7629.395	44.366	0.370	
16.990	7629.374	50.766	0.405	
16.990	7629.353	47.359	0.377	
16.990	7629.331	50.902	0.441	
16.990	7629.310	44.935	0.374	
16.989	7629.289	55.481	0.411	
16.989	7629.267	44.193	0.363	
16.989	7629.246	52.417	0.356	
16.989	7629.224	42.201	0.335	
16.989	7629.203	44.556	0.350	
16.989	7629.182	54.741	0.397	
16.989	7629.160	42.797	0.395	
16.989	7629.139	49.658	0.371	
16.989	7629.118	43.637	0.397	
16.989	7629.096	48.980	0.413	
16.989	7629.075	49.546	0.428	
16.989	7629.053	46.071	0.377	
16.989	7629.032	54.931	0.445	
16.989	7629.010	45.679	0.410	
16.988	7628.989	45.296	0.396	
16.988	7628.968	48.122	0.433	
16.988	7628.946	41.740	0.356	
16.988	7628.925	47.218	0.380	
16.988	7628.903	49.301	0.355	
16.988	7628.882	42.167	0.428	
16.988	7628.860	57.132	0.383	
16.988	7628.839	59.632	0.398	
